เว็บไซต์ของส่วนงาน(คณะ/วิทยาลัย/สำนัก),URL ของเว็บไซต์
"กองเทคโนโลยีสารสนเทศ","icer.kku.ac.th"
"คณะมนุษยศาสตร์และสังคมศาสตร์","ichuso.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","icm.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","icop.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","idhub.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","idr.kku.ac.th"
"คณะวิศวกรรมศาสตร์","ie.en.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","igad.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","image.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","incbaa.kku.ac.th"
"คณะพยาบาลศาสตร์","infojournal.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","inforad.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","innoprise.kku.ac.th"
"คณะสหวิทยาการ มข. (หนองคาย)","insight-hub.is.kku.ac.th"
"คณะวิศวกรรมศาสตร์","intania.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","intech.kku.ac.th"
"คณะแพทยศาสตร์","intermed.kku.ac.th"
"คณะพยาบาลศาสตร์","internic.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","interservice.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","ip.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","ipa.hpc.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","ipmo-dev.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","irc.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","irdtpforasean.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","irdtponline.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","iris.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","irj.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","iro.kku.ac.th"
"คณะสหวิทยาการ มข. (หนองคาย)","is.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","isan.kku.ac.th"
"คณะเศรษฐศาสตร์","isaninsight.kku.ac.th"
"คณะมนุษยศาสตร์และสังคมศาสตร์","ischool.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","iskku.kku.ac.th"
"คณะพยาบาลศาสตร์","it-nurse.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","it.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","itals.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","jaders.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","jet02.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","jet05.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","jet06.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","jobs.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","jumpbox-b.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","kan.kku.ac.th"
"โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น","kap1.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","kap2.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","kap3.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","kept-bank.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","kept-exam.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","kept.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","key.kku.ac.th"
"คณะแพทยศาสตร์","kidneyexcellence.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","kioskkan.kku.ac.th"
"คณะบริหารธุรกิจและการบัญชี","kkbs.kku.ac.th"
"คณะบริหารธุรกิจและการบัญชี","kkbs360.kku.ac.th"
"คณะบริหารธุรกิจและการบัญชี","kkbsalumni.kku.ac.th"
"คณะบริหารธุรกิจและการบัญชี","kkbsaol.kku.ac.th"
"คณะพยาบาลศาสตร์","kkbsjournal.kku.ac.th"
"คณะบริหารธุรกิจและการบัญชี","kkbskmspace.kku.ac.th"
"คณะบริหารธุรกิจและการบัญชี","kkbsmis.kku.ac.th"
"คณะบริหารธุรกิจและการบัญชี","kkbsrc.kku.ac.th"
"คณะบริหารธุรกิจและการบัญชี","kkbsregister.kku.ac.th"
"คณะบริหารธุรกิจและการบัญชี","kkbsrs.kku.ac.th"
"คณะบริหารธุรกิจและการบัญชี","kkbsx.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","kkim.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","kku1.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","kkuaelt.kku.ac.th"
"คณะวิทยาศาสตร์","kkubioresources.kku.ac.th"
"คณะแพทยศาสตร์","kkucleft.kku.ac.th"
"คณะแพทยศาสตร์","kkucleft2.kku.ac.th"
"คณะแพทยศาสตร์","kkucommed.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","kkucomoc.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","kkudatabase.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","kkueoffice.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","kkugolfclub.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","kkuiots.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","kkuline.kku.ac.th"
"กองบริหารงานวิชาการ","kkuoaa.kku.ac.th"
"คณะวิทยาศาสตร์","kkusci2.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","kkusp360.kku.ac.th"
"กองพัฒนานักศึกษาและศิษย์เก่าสัมพันธ์","kkusports.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","kkuweblogic.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","km.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","kpkg.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","kvac.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","l.kku.ac.th"
"คณะเกษตรศาสตร์","lampaofishfarmingsmf.kku.ac.th"
"คณะนิติศาสตร์","law-track.kku.ac.th"
"คณะนิติศาสตร์","law.kku.ac.th"
"คณะนิติศาสตร์","lawdivision.kku.ac.th"
"คณะนิติศาสตร์","lawlibrary.kku.ac.th"
"คณะพยาบาลศาสตร์","lc-nurse.kku.ac.th"
"คณะพยาบาลศาสตร์","learn.kku.ac.th"
"คณะศึกษาศาสตร์","learnup.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","legal-dev.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","legal.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","lfcrc.kku.ac.th"
"สถาบันภาษา","li.kku.ac.th"
"สำนักหอสมุด","lib-face.kku.ac.th"
"สำนักหอสมุด","lib.kku.ac.th"
"สำนักหอสมุด","libcs.kku.ac.th"
"สำนักหอสมุด","libcwg.kku.ac.th"
"สำนักหอสมุด","libdevices.kku.ac.th"
"สำนักหอสมุด","libebook.kku.ac.th"
"คณะวิทยาศาสตร์","libiot.kku.ac.th"
"คณะพยาบาลศาสตร์","liblearning.kku.ac.th"
"สำนักหอสมุด","library.kku.ac.th"
"สำนักหอสมุด","libroom.kku.ac.th"
"สำนักหอสมุด","libsso.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","life.kku.ac.th"
"กองบริหารงานวิชาการ","lifelong.kku.ac.th"
"บัณฑิตวิทยาลัย","lifeskills.gs.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","lis.kku.ac.th"
"กองบริหารงานวิชาการ","lms.academy.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","login.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","ltic-auth.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","ltic.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","m.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","mail.kku.ac.th"
"กองพัฒนานักศึกษาและศิษย์เก่าสัมพันธ์","marathon.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","market-dev.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","market.kku.ac.th"
"คณะวิทยาศาสตร์","matchem.kku.ac.th"
"คณะวิทยาศาสตร์","math.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","mba.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","mboard.kku.ac.th"
"คณะแพทยศาสตร์","md.kku.ac.th"
"คณะแพทยศาสตร์","md.redcap.kku.ac.th"
"คณะแพทยศาสตร์","mdeportfolio.kku.ac.th"
"คณะแพทยศาสตร์","mdi.kku.ac.th"
"คณะแพทยศาสตร์","mdkkustudent.kku.ac.th"
"คณะแพทยศาสตร์","mdplan-qa.kku.ac.th"
"คณะแพทยศาสตร์","mdresearch-ir.kku.ac.th"
"คณะแพทยศาสตร์","mdresearch.kku.ac.th"
"คณะวิศวกรรมศาสตร์","me.hr.kku.ac.th"
"คณะแพทยศาสตร์","medicalrecords.kku.ac.th"
"คณะแพทยศาสตร์","medres.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","meet.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","meeting-dev.kku.ac.th"
"คณะวิทยาศาสตร์","meeting-sciencepark.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","meeting.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","mehsri.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","metaradiator.kku.ac.th"
"คณะแพทยศาสตร์","mhealth.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","mirror.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","mis-dev.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","mis-pd.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","mis-pms.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","mis-pr.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","mis.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","mise.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","misora.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","misrad.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","mlc.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","morecare.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","mou.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","mqtt-io.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","museum.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","myaccess.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","mydispense.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","ncce19.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","nelac.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","neroc.kku.ac.th"
"สำนักบริหารและพัฒนาวิชาการ","netsat.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","network.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","neuro.kku.ac.th"
"คณะวิทยาศาสตร์","neurosci.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","nkc.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","nms.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","noc.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","nodered-px.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","nodered.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","nodered02.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","nodered03.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","nperf.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","ns0.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","ns2.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","ns4.kku.ac.th"
"คณะพยาบาลศาสตร์","nu-mis.kku.ac.th"
"คณะพยาบาลศาสตร์","nu.kku.ac.th"
"คณะพยาบาลศาสตร์","nubooking.kku.ac.th"
"คณะพยาบาลศาสตร์","nudorm.kku.ac.th"
"คณะวิศวกรรมศาสตร์","nueng.kku.ac.th"
"คณะพยาบาลศาสตร์","nurse.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","nzeb.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","o365.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","oauth.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","ocsb.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","oer.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","office.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","olympiad.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","om.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","one-search.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","op.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","opac-book-cover.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","open-data.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","opendata.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","openhouse.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","openproject.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","ora3.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","oripgis.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","ortho.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","ossdb.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","ost.kku.ac.th"
"คณะแพทยศาสตร์","osteo.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","outdoorsmf.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","packagist.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","pass.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","password.kku.ac.th"
"คณะทันตแพทยศาสตร์","pathodent.kku.ac.th"
"กองคลัง","payment-hub-uat.kku.ac.th"
"กองคลัง","payment-hub.kku.ac.th"
"กองคลัง","payment-web.kku.ac.th"
"คณะบริหารธุรกิจและการบัญชี","paymentkkbs.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","pboracle.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","pdp.kku.ac.th"
"คณะแพทยศาสตร์","ped-infect.kku.ac.th"
"คณะแพทยศาสตร์","pedmd.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","pep.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","personweb.kku.ac.th"
"คณะแพทยศาสตร์","petct.kku.ac.th"
"คณะสาธารณสุขศาสตร์","ph.kku.ac.th"
"คณะเภสัชศาสตร์","pharm.kku.ac.th"
"คณะเภสัชศาสตร์","pharmacology.kku.ac.th"
"คณะเภสัชศาสตร์","pharmacy.kku.ac.th"
"คณะเภสัชศาสตร์","pharmacycompetency.kku.ac.th"
"คณะเภสัชศาสตร์","pharmoffice.kku.ac.th"
"คณะสาธารณสุขศาสตร์","phdph.kku.ac.th"
"คณะสาธารณสุขศาสตร์","phgis.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","phkkudc.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","phonebook.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","phonedirectory.kku.ac.th"
"คณะวิทยาศาสตร์","physics.sc.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","plandata.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","planinfo.kku.ac.th"
"คณะแพทยศาสตร์","planning.md.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","plara.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","plurality.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","pme44.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","portal.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","ppm.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","print.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","private.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","procurement.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","profile.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","programkpi.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","projects.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","pst2024.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","pts.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","pub.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","public-api.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","qm.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","qnap-12tb.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","quota.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","rac-scan.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","rac1.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","rac2.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","race.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","rad.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","radio-streaming.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","radio.kku.ac.th"
"คณะแพทยศาสตร์","radiology.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","radiostreaming.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","rceid.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","rdttc.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","redcap2.kku.ac.th"
"สำนักหอสมุด","reflib.kku.ac.th"
"สำนักบริหารและพัฒนาวิชาการ","reg-admission.kku.ac.th"
"สำนักบริหารและพัฒนาวิชาการ","reg-api01.kku.ac.th"
"สำนักบริหารและพัฒนาวิชาการ","reg-ikku-portal-app.kku.ac.th"
"สำนักบริหารและพัฒนาวิชาการ","reg-mirror.kku.ac.th"
"คณะแพทยศาสตร์","reg-smd.kku.ac.th"
"สำนักบริหารและพัฒนาวิชาการ","reg.kku.ac.th"
"คณะศึกษาศาสตร์","reg.satit.kku.ac.th"
"สำนักบริหารและพัฒนาวิชาการ","reg1.kku.ac.th"
"สำนักบริหารและพัฒนาวิชาการ","reg2.kku.ac.th"
"สำนักบริหารและพัฒนาวิชาการ","reg4.kku.ac.th"
"สำนักบริหารและพัฒนาวิชาการ","reg6.kku.ac.th"
"สำนักบริหารและพัฒนาวิชาการ","reg7.kku.ac.th"
"สำนักบริหารและพัฒนาวิชาการ","reg9.kku.ac.th"
"สำนักบริหารและพัฒนาวิชาการ","registrar-api.kku.ac.th"
"สำนักบริหารและพัฒนาวิชาการ","registrar.kku.ac.th"
"สำนักบริหารและพัฒนาวิชาการ","regpms.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","repository.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","req.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","reqw.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","res.kku.ac.th"
"คณะทันตแพทยศาสตร์","research-dent.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","research.kku.ac.th"
"คณะเทคนิคการแพทย์","researchams.kku.ac.th"
"คณะแพทยศาสตร์","resmd.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","resource.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","rev-proxy-a.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","rev-proxy-b.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","rev-proxy-c.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","rev-proxy-c00.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","rev-proxy-c01.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","rev-proxy-c02.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","rev-proxy.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","rfidtrack.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","ric.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","ricoh-service.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","ricoh-staff.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","risned.kku.ac.th"
"คณะพยาบาลศาสตร์","rnd.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","room.kku.ac.th"
"คณะแพทยศาสตร์","rotc23md.kku.ac.th"
"คณะทันตแพทยศาสตร์","royalmobile-dent.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","rsdi.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","rsdimis.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","rsgis.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","rsia.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","rspgms.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","rustdesk.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","sac-old.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","sac.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","saml.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","sarcs.kku.ac.th"
"คณะศึกษาศาสตร์","satit.kku.ac.th"
"คณะศึกษาศาสตร์","satitlib.kku.ac.th"
"คณะศึกษาศาสตร์","satitmo.kku.ac.th"
"คณะศึกษาศาสตร์","satitnkc.kku.ac.th"
"คณะวิทยาศาสตร์","sc.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","sc2.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","sc3.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","sc4.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","sc5.kku.ac.th"
"คณะวิทยาศาสตร์","scdb2.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","scholar.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","scholarship.kku.ac.th"
"สำนักบริหารและพัฒนาวิชาการ","school.netsat.kku.ac.th"
"คณะวิทยาศาสตร์","sci.kku.ac.th"
"คณะวิทยาศาสตร์","scied.kku.ac.th"
"คณะวิทยาศาสตร์","science.kku.ac.th"
"คณะวิทยาศาสตร์","sciencepark.kku.ac.th"
"คณะวิทยาศาสตร์","sciseeit.kku.ac.th"
"คณะวิทยาศาสตร์","scius.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","sd.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","sdg.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","seas.kku.ac.th"
"สำนักบริหารและพัฒนาวิชาการ","secregis01.kku.ac.th"
"สำนักบริหารและพัฒนาวิชาการ","secregis02.kku.ac.th"
"สำนักบริหารและพัฒนาวิชาการ","secregis03.kku.ac.th"
"สำนักบริหารและพัฒนาวิชาการ","secregis04.kku.ac.th"
"สำนักบริหารและพัฒนาวิชาการ","secregis06.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","senate.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","sensors.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","sga.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","sgm.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","shop.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","signage.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","sites.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","skills-shelf.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","smart.nkc.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","smartbus.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","smartcity.kku.ac.th"
"คณะบริหารธุรกิจและการบัญชี","smartkkbs.kku.ac.th"
"คณะพยาบาลศาสตร์","smartlearning.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","smboardsmf.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","smcgis.kku.ac.th"
"คณะแพทยศาสตร์","smd.kku.ac.th"
"คณะแพทยศาสตร์","smdpd.kku.ac.th"
"คณะแพทยศาสตร์","smdreg.kku.ac.th"
"คณะแพทยศาสตร์","smdstudent.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","soda.cs.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","software.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","speedtest.kku.ac.th"
"กองพัฒนานักศึกษาและศิษย์เก่าสัมพันธ์","sports.kku.ac.th"
"คณะแพทยศาสตร์","srinagarind.md.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","srithan.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","sso-admin.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","sso-api.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","sso-dev.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","sso-uat-web.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","sso.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","ssoc.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","ssonext-api.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","ssonext.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","stadiumrepair.kku.ac.th"
"คณะวิศวกรรมศาสตร์","staff8.en.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","standardprice.kku.ac.th"
"คณะวิทยาศาสตร์","static.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","std-acct.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","stdloan.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","stdvote.kku.ac.th"
"คณะบริหารธุรกิจและการบัญชี","stockkkbs.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","storage-legacy.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","storage.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","strategy.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","sts.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","ststh.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","stt29.kku.ac.th"
"คณะทันตแพทยศาสตร์","student.admissions.kku.ac.th"
"คณะทันตแพทยศาสตร์","student.netsat.kku.ac.th"
"คณะทันตแพทยศาสตร์","studentloan.kku.ac.th"
"กองบริหารงานวิชาการ","studio.academy.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","sugarcane.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","sumoacuc.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","tac.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","tasks.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","tcsd.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","tdr-con.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","tdr.kku.ac.th"
"คณะเทคโนโลยี","te.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","temp.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","test-bookish.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","th-jp-asean-bridges.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","th.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","thairicestarch.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","thalassemia.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","ticket.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","time.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","timetable.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","timetabledb.kku.ac.th"
"กองเทคโนโลยีสารสนเทศ","timetrack-dev.kku.ac.th"
